slot_rank,category_name,requested_name,selected_name,selected_from,scenic_name,comment_id,review_id,review_time,rating,rating_bucket,review_text,token_count,tokens_text,lda_topic_id,lda_topic_name_cn,lda_topic_prob,is_satisfaction_topic,topic_prob_0,topic_prob_1,topic_prob_2,topic_prob_3,topic_prob_4
1,皇家文化类,故宫博物院,故宫博物院,primary,故宫博物院,643019420,643019420,2026-02-18,5.0,5,雷老师讲解的超级棒，内容丰富又有趣，还给孩子们拍了很多照片。孩子们在太和殿、保和殿等著名景点参观，还看了养心殿和御花园，在状元石上拍了照片，孩子回家一直在说学到的历史知识。这样的研学团比家长自己带着参观更有意义，以后有机会还会参加。,30,老师 讲解 超级 内容 丰富 有趣 还给 照片 太和殿 著名景点 参观 养心殿 御花园 状元 石上 照片 回家 一直 学到 知识 这样 研学团 家长 自己 参观 更有意义 以后 机会 还会 参加,4,现场服务与导览体验,0.855406682677902,0,0.007509069982722072,0.12218978639466405,0.007439171390179991,0.0074552895545319025,0.855406682677902
1,皇家文化类,故宫博物院,故宫博物院,primary,故宫博物院,642966864,642966864,2026-02-18,5.0,5,导游讲解的很好，有责任心，不错推荐。,5,导游 讲解 责任心 不错 推荐,4,现场服务与导览体验,0.8372354844361865,0,0.040000038621779276,0.04255632706069147,0.04000003685337098,0.04020811302797179,0.8372354844361865
1,皇家文化类,故宫博物院,故宫博物院,primary,故宫博物院,642920447,642920447,2026-02-18,5.0,5,秀才说李导带我游国博、逛故宫，一路长见识、满心都是欢喜。国博藏千年文明，一眼望尽华夏辉煌。国博不只是展馆，更是一部活着的中华史诗。李导专业又博学，讲解细致入微，一路听得入迷，收获满满。,28,秀才 导带 一路 长见识 欢喜 千年 文明 一眼 华夏 辉煌 国博 只是 展馆 更是 一部 活着 中华 史诗 李导 专业 博学 讲解 细致入微 一路 听得 入迷 收获 满满,4,现场服务与导览体验,0.965766175976106,0,0.008333642465992712,0.00841704811126063,0.0087446942414804,0.008738439205160136,0.965766175976106
1,皇家文化类,故宫博物院,故宫博物院,primary,故宫博物院,642859778,642859778,2026-02-18,5.0,5,秀才说刘老师很好 专业讲解了故宫博物院的历史文物，非常耐心和富有爱心！,8,秀才 刘老师 专业 讲解 历史文物 耐心 富有 爱心,4,现场服务与导览体验,0.8856582497580593,0,0.028571684442753327,0.028571589844082687,0.028571681640972745,0.028626794314131968,0.8856582497580593
1,皇家文化类,故宫博物院,故宫博物院,primary,故宫博物院,642821950,642821950,2026-02-18,5.0,5,皇城故事郭导说的非常好，知识渊博，对大家也很照顾。很好！,7,皇城 故事 郭导 知识 渊博 大家 照顾,4,现场服务与导览体验,0.8997328640024305,0,0.025005236608817673,0.02516468719724181,0.025004585604244796,0.025092626587265226,0.8997328640024305
1,皇家文化类,故宫博物院,故宫博物院,primary,故宫博物院,642804807,642804807,2026-02-18,5.0,5,李岩老师讲的非常有意思，讲的内容很有趣，人也很亲切。非常不错,7,李岩 老师 有意思 内容 有趣 亲切 不错,4,现场服务与导览体验,0.8989359258529585,0,0.02501157323436128,0.02593641136583092,0.025035959864742142,0.025080129682107127,0.8989359258529585
1,皇家文化类,故宫博物院,故宫博物院,primary,故宫博物院,642787496,642787496,2026-02-18,5.0,5,秀才说的金导非常热情，讲解的有趣细致，行程安排合理，小朋友非常喜欢，收获很大,13,秀才 金导 热情 讲解 有趣 细致 行程 安排 合理 小朋友 喜欢 收获 很大,4,现场服务与导览体验,0.938134234316898,0,0.01540802561114737,0.015548272085810996,0.015405386066454039,0.015504081919689614,0.938134234316898
1,皇家文化类,故宫博物院,故宫博物院,primary,故宫博物院,642783380,642783380,2026-02-18,5.0,5,秀才说王导声音好听，温柔耐心，还帮家庭拍照，情绪价值拉满，很棒👍🏻,12,秀才 王导 声音 好听 温柔 耐心 家庭 拍照 情绪 价值 拉满 很棒,4,现场服务与导览体验,0.9322695776214366,0,0.016719238949858894,0.017312113588257346,0.016862886826615436,0.016836183013831788,0.9322695776214366
1,皇家文化类,故宫博物院,故宫博物院,primary,故宫博物院,642757998,642757998,2026-02-18,5.0,5,四方红墙里，时间总比别处要慢些，一上午可以逛完的故宫，又有多少人一辈子走不出去？紫禁城红，故宫红，一砖一瓦一壶酒，两朝三世浩如烟，故宫往事凭谁问？无恙是朱颜。朱门金殿乱人眼，千回百转终有尽，秀才说团队的燕燕导游路线安排合理，讲解详细且非常专业。故宫博物院古称紫禁城，紫禁城故宫的一砖一瓦，见证了紫禁城600年的沧桑，沧海桑田,41,四方 红墙 时间 别处 慢些 一上午 多少 一辈子 出去 紫禁城 一砖一瓦 一壶酒 两朝 三世 浩如 往事 无恙 朱颜 朱门 金殿 人眼 千回百转 终有 秀才 团队 燕燕 导游 路线 安排 合理 讲解 详细 专业 古称 紫禁城 紫禁城 一砖一瓦 见证 紫禁城 沧桑 沧海桑田,4,现场服务与导览体验,0.9662706412274972,0,0.00843146848424959,0.008400630967808046,0.008538544059017442,0.008358715261427762,0.9662706412274972
1,皇家文化类,故宫博物院,故宫博物院,primary,故宫博物院,643576935,643576935,2026-02-19,5.0,5,京状元研学活动是对孩子独立能力的培养，李栋导游的讲解深入浅出，三个小时的活动，孩子学到好多知识。,15,状元 研学 活动 独立 能力 培养 导游 讲解 深入浅出 三个 小时 活动 学到 好多 知识,4,现场服务与导览体验,0.9423553738732567,0,0.014349592175909122,0.014447042597636463,0.014428667015122054,0.014419324338075646,0.9423553738732567
1,皇家文化类,故宫博物院,故宫博物院,primary,故宫博物院,643538442,643538442,2026-02-19,5.0,5,北京行的第一站，一直担心携程这种旅行团靠谱嘛，事实证明很靠谱，第一是订票，第二是导游服务很到位。谢谢林一林导的游玩介绍。,16,第一站 一直 担心 携程 这种 旅行团 事实证明 第一 订票 第二 导游 服务 到位 谢谢 游玩 介绍,4,现场服务与导览体验,0.5216955056122302,0,0.013506714674965668,0.33268556238091573,0.013453574850010327,0.1186586424818781,0.5216955056122302
1,皇家文化类,故宫博物院,故宫博物院,primary,故宫博物院,643477472,643477472,2026-02-19,5.0,5,京状元的雷老师知识很渊博，深入浅出的讲解了故宫的结构和明清的历史，孩子一点都不枯燥，回来很有兴趣的给我讲,12,状元 老师 知识 渊博 深入浅出 讲解 结构 明清 一点 枯燥 回来 兴趣,4,现场服务与导览体验,0.8357910315838095,0,0.1177765338727074,0.015457834825794868,0.015553528094931926,0.015421071622756332,0.8357910315838095
1,皇家文化类,故宫博物院,故宫博物院,primary,故宫博物院,643429739,643429739,2026-02-19,5.0,5,建筑宏伟，景色优美，导游讲解非常细致，话语温和清晰，有宾至如归的感觉，有机会还会再来,10,宏伟 景色 优美 导游 讲解 细致 温和 清晰 机会 还会,4,现场服务与导览体验,0.7730534304822438,0,0.018277753472714698,0.1717457848032648,0.018231055823465188,0.01869197541831138,0.7730534304822438
1,皇家文化类,故宫博物院,故宫博物院,primary,故宫博物院,643403447,643403447,2026-02-19,5.0,5,客服小姐姐很认真回复问题，谢谢商家帮忙努力抢票,10,客服 小姐姐 认真 回复 问题 谢谢 商家 帮忙 努力 抢票,4,现场服务与导览体验,0.5492647391663255,0,0.38395421679401653,0.02233549195091267,0.02222276140245108,0.02222279068629444,0.5492647391663255
1,皇家文化类,故宫博物院,故宫博物院,primary,故宫博物院,643400955,643400955,2026-02-19,5.0,5,秀才说王导游专业知识丰富，对周边很熟悉经验，全程还帮忙拍照，全家很喜欢很好,13,秀才 说王 导游 专业知识 丰富 周边 熟悉 经验 全程 帮忙 拍照 全家 喜欢,4,现场服务与导览体验,0.9377075249255616,0,0.015486932090200798,0.015504341466109515,0.01560860739317692,0.0156925941249512,0.9377075249255616
1,皇家文化类,故宫博物院,故宫博物院,primary,故宫博物院,643397770,643397770,2026-02-19,5.0,5,导游讲解生动有趣，路线规划合理,6,导游 讲解 生动有趣 路线 规划 合理,4,现场服务与导览体验,0.8853608995056752,0,0.028777688506540843,0.02859333985864092,0.028583659721655677,0.028684412407487384,0.8853608995056752
1,皇家文化类,故宫博物院,故宫博物院,primary,故宫博物院,643365724,643365724,2026-02-19,5.0,5,四方红墙里，时间总比别处要慢些，一上午可以逛完的故宫，又有多少人一辈子走不出去？紫禁城红，故宫红，一砖一瓦一壶酒，两朝三世浩如烟，故宫往事凭谁问？无恙是朱颜。朱门金殿乱人眼，千回百转终有尽，秀才说团队的燕燕导游路线安排合理，讲解详细且非常专业。故宫博物院古称紫禁城，紫禁城故宫的一砖一瓦，见证了紫禁城600年的沧桑，沧海桑田,41,四方 红墙 时间 别处 慢些 一上午 多少 一辈子 出去 紫禁城 一砖一瓦 一壶酒 两朝 三世 浩如 往事 无恙 朱颜 朱门 金殿 人眼 千回百转 终有 秀才 团队 燕燕 导游 路线 安排 合理 讲解 详细 专业 古称 紫禁城 紫禁城 一砖一瓦 见证 紫禁城 沧桑 沧海桑田,4,现场服务与导览体验,0.9662706412274972,0,0.00843146848424959,0.008400630967808046,0.008538544059017442,0.008358715261427762,0.9662706412274972
1,皇家文化类,故宫博物院,故宫博物院,primary,故宫博物院,643328785,643328785,2026-02-19,5.0,5,郭郭老师讲解特别棒，安排很合理,5,郭郭 老师 讲解 安排 合理,4,现场服务与导览体验,0.8666282876028052,0,0.03337097795794592,0.033333528369945416,0.03333361107833254,0.033333594990970904,0.8666282876028052
1,皇家文化类,故宫博物院,故宫博物院,primary,故宫博物院,643308499,643308499,2026-02-19,5.0,5,皇城故事郭导讲的特别详细，人特别负责，每个点非常，服务态度非常好，很认真，很详细。,9,皇城 故事 郭导 详细 负责 每个 服务态度 认真 详细,4,现场服务与导览体验,0.9196082090646878,0,0.02022472124154145,0.02001658386482965,0.02007345240772898,0.02007703342121223,0.9196082090646878
1,皇家文化类,故宫博物院,故宫博物院,primary,故宫博物院,643304278,643304278,2026-02-19,5.0,5,皇城故事杨导讲解细致，行程安排合理，真不错,9,皇城 故事 杨导 讲解 细致 行程 安排 合理 真不错,4,现场服务与导览体验,0.9198585591804204,0,0.020021166657264604,0.020116992272496723,0.02000298096054708,0.02000030092927129,0.9198585591804204
1,皇家文化类,故宫博物院,故宫博物院,primary,故宫博物院,644147792,644147792,2026-02-20,5.0,5,导游很敬业，讲解很专业。娃反馈非常的好，很有收获。,6,导游 敬业 讲解 专业 反馈 收获,4,现场服务与导览体验,0.8666663138427557,0,0.0333334330765611,0.03333339931803814,0.03333343034582474,0.03333342341682032,0.8666663138427557
1,皇家文化类,故宫博物院,故宫博物院,primary,故宫博物院,644108417,644108417,2026-02-20,5.0,5,讲解的很细致，对孩子很有耐心，孩子反馈很好，很愉快的一次体验，希望孩子爱上历史！,8,讲解 细致 耐心 反馈 愉快 体验 希望 爱上,4,现场服务与导览体验,0.8852575832355497,0,0.028713287270673463,0.02879852194574785,0.02858008677895506,0.028650520769073904,0.8852575832355497
1,皇家文化类,故宫博物院,故宫博物院,primary,故宫博物院,644015366,644015366,2026-02-20,5.0,5,秀才导游大海全程带我们讲解，幽默风趣，讲的很好,7,秀才 导游 大海 全程 讲解 幽默 风趣,4,现场服务与导览体验,0.8999819522330826,0,0.025000102827311865,0.02501775192855408,0.025000099561472432,0.025000093449578965,0.8999819522330826
1,皇家文化类,故宫博物院,故宫博物院,primary,故宫博物院,643971945,643971945,2026-02-20,5.0,5,秀才导游大海带领我们游览故宫，整体讲解很用心，所有有意义的景点都有去，也说了很多有趣的典故，好评好评,14,秀才 导游 大海 带领 游览 整体 讲解 用心 所有 意义 有趣 典故 好评 好评,4,现场服务与导览体验,0.9463872881729682,0,0.01347180588769024,0.013441026653225895,0.013356410181451122,0.013343469104664435,0.9463872881729682
1,皇家文化类,故宫博物院,故宫博物院,primary,故宫博物院,643939094,643939094,2026-02-20,5.0,5,皇城故事杨辉导演，讲解特别详细，天气晴朗，细致的讲解了故宫每一处建筑，全程特别细心，强烈推荐。,13,皇城 故事 杨辉 导演 讲解 详细 天气晴朗 细致 讲解 每一处 全程 细心 强烈推荐,4,现场服务与导览体验,0.9330416404256519,0,0.01667389643124048,0.01668204822566162,0.016853618219571164,0.016748796697874886,0.9330416404256519
1,皇家文化类,故宫博物院,故宫博物院,primary,故宫博物院,643856095,643856095,2026-02-20,5.0,5,秀才说任导， 全程讲解节奏舒适，服务周到热情，不仅介绍故宫的历史文化，还会提醒拍照点位和注意事项，让我们真正看懂了故宫，不虚此行，强烈好评！,19,秀才 任导 全程 讲解 节奏 舒适 服务周到 热情 不仅 介绍 还会 提醒 拍照 点位 注意事项 真正 不虚此行 强烈 好评,4,现场服务与导览体验,0.9552986306381241,0,0.011157293519764317,0.0111967756709731,0.011205455933732511,0.011141844237405963,0.9552986306381241
1,皇家文化类,故宫博物院,故宫博物院,primary,故宫博物院,643823006,643823006,2026-02-20,5.0,5,"从Trip获得体验票的好处是“数字旅游”,并通过网站链接建议路线。这是我第二次,这次更有历史和文化意义。",13,trip 获得 体验 好处 数字 通过 网站 链接 建议 路线 第二次 这次 意义,0,票务预约与入园体验,0.5025431157676812,0,0.5025431157676812,0.20591224732549337,0.016905674083064797,0.01689701440809339,0.25774194841566733
1,皇家文化类,故宫博物院,故宫博物院,primary,故宫博物院,644755658,644755658,2026-02-21,5.0,5,京状元邓老师解说的很好，也很有耐心，比较照顾老年朋友和小盆友，故宫太大了，有个导游带着比较合适,12,状元 老师 解说 耐心 照顾 老年 朋友 小盆友 太大 有个 导游 合适,4,现场服务与导览体验,0.6886950554030812,0,0.019450878146137558,0.018306436387595812,0.018379409438563157,0.2551682206246223,0.6886950554030812
1,皇家文化类,故宫博物院,故宫博物院,primary,故宫博物院,644700554,644700554,2026-02-21,5.0,5,李导讲解很到位，精选景点，历史性与故事性并存，很有意思，孩子都听得认真。李导耐心，有问必答，且会扩展性回答。好评。,13,李导 讲解 到位 历史性 故事性 并存 有意思 认真 李导 耐心 有问必答 回答 好评,4,现场服务与导览体验,0.9271995500960978,0,0.018206130806354238,0.018202522461986358,0.01819983738806323,0.01819195924749843,0.9271995500960978
1,皇家文化类,故宫博物院,故宫博物院,primary,故宫博物院,644689039,644689039,2026-02-21,5.0,5,今天跟着张老师一起学到了很多东西，尤其是不为人知的一些明清历史，孩子也听的津津有味。下次如果再来的话就再邀请老师一起讲解。,13,跟着 张老师 一起 学到 东西 尤其 明清 津津有味 下次 邀请 老师 一起 讲解,4,现场服务与导览体验,0.9373228360150119,0,0.01561213441150809,0.015665966766186305,0.015666176934150434,0.015732885873143247,0.9373228360150119
1,皇家文化类,故宫博物院,故宫博物院,primary,故宫博物院,644671504,644671504,2026-02-21,5.0,5,十分有趣，讲解的十分到位，能听进，去也能学到十分多的东西。带队的导游雷老师认真负责，特别是带全小朋友队的经验很足。赞一个！！！,15,十分 有趣 讲解 十分 到位 学到 十分 东西 带队 导游 老师 认真负责 小朋友 经验 很足,4,现场服务与导览体验,0.9462506831217005,0,0.013500911848306924,0.013420554230600889,0.013388285285724017,0.013439565513667701,0.9462506831217005
1,皇家文化类,故宫博物院,故宫博物院,primary,故宫博物院,644651925,644651925,2026-02-21,5.0,5,非常感谢秀才说的李导，今天虽然时间有点赶，但是非常的充实。李导带我们参观国博和故宫十分的惊叹和李导非常细致有趣的讲解，体验感拉满，漫步在故宫的各个宫殿，随处可见精美的雕刻和绘画。栩栩如生的龙纹、寓意吉祥的图案，无不体现着古代工匠们高超的技艺和非凡的智慧。每一件文物，每一处细节，都仿佛在诉说着那个时代的故事,43,非常感谢 秀才 李导 虽然 时间 充实 导带 参观 国博 十分 惊叹 李导 细致 有趣 讲解 体验 感拉满 漫步 各个 宫殿 随处可见 精美 雕刻 绘画 栩栩如生 寓意 吉祥 图案 无不 体现 工匠 高超 技艺 非凡 智慧 每一件 文物 每一处 细节 仿佛 诉说着 时代 故事,4,现场服务与导览体验,0.6921058140824156,0,0.005845177703798214,0.005777312582876263,0.2904977221528124,0.005773973478097556,0.6921058140824156
1,皇家文化类,故宫博物院,故宫博物院,primary,故宫博物院,644634523,644634523,2026-02-21,5.0,5,李壮老师带队的研学团，孩子听得非常认真，内容生动有趣，学到了很多故宫的文化知识。老师非常认真负责，带着孩子一路走一路讲，还有趣味问答环节，孩子们非常喜欢！,18,李壮 老师 带队 研学团 听得 认真 内容 生动有趣 学到 知识 老师 认真负责 一路 一路 趣味 问答 环节 喜欢,4,现场服务与导览体验,0.9528123215832206,0,0.011772274298512143,0.011848115262566943,0.011766954162361435,0.011800334693338728,0.9528123215832206
1,皇家文化类,故宫博物院,故宫博物院,primary,故宫博物院,644598305,644598305,2026-02-21,5.0,5,这次故宫之行多亏了遇到了这位好导游！ 导游真的太细心了！提前一天就发来详细的线路和注意事项，让人心里特别踏实。整个游览过程节奏舒适，体验感超棒，全程干货满满，没有一点敷衍，让我们真正体会到了故宫深厚的文化底蕴。真心觉得这场讲解让故宫之行的含金量翻倍，感谢导游的辛勤付出！,39,这次 多亏 遇到 这位 导游 导游 细心 提前 一天 详细 线路 注意事项 心里 踏实 整个 游览 过程 节奏 舒适 体验 感超棒 全程 干货 满满 一点 敷衍 真正 体会 深厚 文化底蕴 真心 这场 讲解 之行 翻倍 感谢 导游 辛勤 付出,4,现场服务与导览体验,0.9320756257842997,0,0.006160756135455144,0.006109973804860818,0.049571377401726506,0.0060822668736578095,0.9320756257842997
1,皇家文化类,故宫博物院,故宫博物院,primary,故宫博物院,644543047,644543047,2026-02-21,5.0,5,故宫参观游览600年不需此情跟秀再说郭导讲听讲解三个小时讲解有趣历史丰富不走回头路。,11,参观 游览 再说 郭导 讲解 三个 小时 讲解 有趣 丰富 走回头路,4,现场服务与导览体验,0.9326857905052447,0,0.01682877223895576,0.016961692147641972,0.01679046529328006,0.016733279814877485,0.9326857905052447
1,皇家文化类,故宫博物院,故宫博物院,primary,故宫博物院,644528382,644528382,2026-02-21,5.0,5,秀才说王导，讲解非常有趣🤔导游整体服务态度好全程介绍的知识，简单易懂，收获满满,14,秀才 王导 讲解 有趣 导游 整体 服务态度 全程 介绍 知识 简单 易懂 收获 满满,4,现场服务与导览体验,0.9460293546338446,0,0.01387797880910113,0.01341708710672686,0.013342124128863236,0.01333345532146415,0.9460293546338446
1,皇家文化类,故宫博物院,故宫博物院,primary,故宫博物院,644510854,644510854,2026-02-21,5.0,5,1. 导游讲解特别细致，把皇城故事讲得生动有趣，历史听得一点不枯燥。 2. 知识储备足，态度也好，全程耐心解答，跟着他逛皇城收获满满。 3. 讲解有深度、有温度，把皇城的故事讲活了，非常专业靠谱的导游。 4. 节奏把控得好，重点突出，听他讲皇城故事，就像在听历史大片。,34,导游 讲解 细致 皇城 故事 讲得 生动有趣 听得 一点 枯燥 知识 储备 态度 也好 全程 耐心 解答 跟着 皇城 收获 满满 讲解 深度 温度 皇城 故事 专业 导游 节奏 重点 突出 皇城 故事 大片,4,现场服务与导览体验,0.9440726208252309,0,0.03871773632665614,0.005768434969335322,0.00571695338214995,0.005724254496627764,0.9440726208252309
1,皇家文化类,故宫博物院,故宫博物院,primary,故宫博物院,644445782,644445782,2026-02-21,5.0,5,李岩导游讲解非常详细，生动有趣，小朋友也很开心！,7,李岩 导游 讲解 详细 生动有趣 小朋友 开心,4,现场服务与导览体验,0.8999015170852799,0,0.02500016889754906,0.025066405185974618,0.02500016426625816,0.025031744564938285,0.8999015170852799
1,皇家文化类,故宫博物院,故宫博物院,primary,故宫博物院,644437039,644437039,2026-02-21,5.0,5,金导讲解非常专业细致生动有趣，小朋友全程3个小时都很认真听讲，非常推荐。,10,金导 讲解 专业 细致 生动有趣 小朋友 全程 小时 认真听讲 推荐,4,现场服务与导览体验,0.9105763018015568,0,0.022295781898746567,0.022588207659399836,0.022222267374765733,0.022317441265531087,0.9105763018015568
1,皇家文化类,故宫博物院,故宫博物院,primary,故宫博物院,644287428,644287428,2026-02-21,5.0,5,这次跟着秀才导游大海游览故宫，体验感拉满！讲解条理清晰，对历史典故信手拈来，还穿插了很多有趣的宫廷小故事，节奏张弛有度。跟着他的脚步，仿佛穿越回了紫禁城，强烈推荐！,23,这次 跟着 秀才 导游 大海 游览 体验 感拉满 讲解 条理清晰 典故 信手拈来 穿插 有趣 宫廷 故事 节奏 跟着 脚步 仿佛 穿越 紫禁城 强烈推荐,4,现场服务与导览体验,0.9633358857823044,0,0.009131045652055806,0.009134136887033698,0.00927345279997953,0.009125478878626598,0.9633358857823044
1,皇家文化类,故宫博物院,故宫博物院,primary,故宫博物院,645337064,645337064,2026-02-22,5.0,5,导游风趣幽默，讲解通俗易懂，全程耐心周到，是一次非常愉快的旅行。,10,导游 风趣 幽默 讲解 通俗易懂 全程 耐心 周到 愉快 旅行,4,现场服务与导览体验,0.9271478318266194,0,0.018289288510029658,0.018199123074925713,0.018181879984721573,0.018181876603703646,0.9271478318266194
1,皇家文化类,故宫博物院,故宫博物院,primary,故宫博物院,645283248,645283248,2026-02-22,5.0,5,本次体验感很好，御学士韩导的讲解非常引人入胜，比起自己走马观花的看，体验感完全不同，值得点赞！,13,本次 体验 学士 韩导 讲解 引人入胜 比起 自己 走马观花 体验 完全 不同 点赞,4,现场服务与导览体验,0.6842333794786573,0,0.016946522311191682,0.26499890710401447,0.017000743333823926,0.016820447772312775,0.6842333794786573
1,皇家文化类,故宫博物院,故宫博物院,primary,故宫博物院,645168826,645168826,2026-02-22,5.0,5,秀才说的金牌导游刘佳鑫为我们安排了一场故宫博物院的饕餮盛宴。他的讲解绘声绘色，用最通俗易懂的语言让我们听得流连忘返。两个小朋友也听得流连忘返。这一次的收获满满，秀才说这个品牌值得信任，刘佳鑫这位导游专业敬业，不愧为秀才中的秀才，知识储备量太大啦。强烈推荐给朋友们[太阳][太阳][太阳],37,秀才 金牌 导游 刘佳鑫 安排 一场 盛宴 讲解 绘声绘色 通俗易懂 语言 听得 流连忘返 两个 小朋友 流连忘返 收获 满满 秀才 品牌 信任 刘佳鑫 这位 导游 专业 敬业 不愧为 秀才 秀才 知识 储备量 太大 强烈推荐 朋友 太阳 太阳 太阳,4,现场服务与导览体验,0.7128962393567788,0,0.006566500987859248,0.006519487059867458,0.2675264230926173,0.0064913495028770885,0.7128962393567788
1,皇家文化类,故宫博物院,故宫博物院,primary,故宫博物院,645149415,645149415,2026-02-22,5.0,5,导游讲解周全、全程照顾孩子老人特别周到。,7,导游 讲解 周全 全程 照顾 老人 周到,4,现场服务与导览体验,0.8844247408357696,0,0.02857160404045128,0.029414231607722795,0.028571602729097693,0.029017820786958613,0.8844247408357696
1,皇家文化类,故宫博物院,故宫博物院,primary,故宫博物院,645057771,645057771,2026-02-22,5.0,5,皇城故事郭导讲解十分生动，强烈推荐。,7,皇城 故事 郭导 讲解 十分 生动 强烈推荐,4,现场服务与导览体验,0.899739107067852,0,0.02501684919190491,0.025060836788381467,0.025071201521531496,0.025112005430330066,0.899739107067852
1,皇家文化类,故宫博物院,故宫博物院,primary,故宫博物院,645026817,645026817,2026-02-22,5.0,5,票没有抢到，故宫博物院外绕了一圈，远远的驻足，希望下次可以抢到票，一睹风采,8,一圈 远远 驻足 希望 下次 抢到 一睹 风采,3,票务预约与入园体验,0.5436578698084051,0,0.02857233335495703,0.029115670875042216,0.3693909688386061,0.5436578698084051,0.02926315712298935
