experiment_name,available_after_lda_filter_n,sample_target_n,sample_actual_n,sample_rule,low_freq_min_token_freq,lda_min_token_count,sample_rank_within_scenic,slot_id,slot_rank,category_name,requested_name,requested_level,selected_name,selected_level,selected_from,selected_reason,poi_id,scenic_name,comment_id,review_time,rating,review_text,ip_location,tag_recommend,like_count,reply_count,image_count,user_identity,source_platform,crawl_time,page_index,page_order,source_file_name,source_total_raw_n,valid_time_rating_n,after_short_text_filter_n,text_char_len,rating_bucket,token_count,tokens_text,tokens_pipe,sample_quota_in_bucket,sample_rank_within_rating_bucket,review_id,official_scenic_id,row_key
experiment2_lda_ready,1601,300,300,rating_stratified_time_sorted_evenly_spaced,5,5,207,BJ20_02,2,皇家文化类,颐和园,5A,颐和园,5A,primary,requested_target_valid,75597,颐和园,228763151,2025-10-15,5.0,感谢孙导全程精彩的讲解！景点讲解非常细致，讲得也很生动！我们也是听得津津有味！昨天景区的人也是非常多，孙导一直在给我们找可以坐的地方给我们讲解。真的感谢孙导！,北京,,0,0,5,,携程,2026-04-21 20:37:53,85,848,颐和园.csv,2719,2719,2530,79,5,16,感谢 孙导 全程 精彩 讲解 讲解 细致 讲得 生动 津津有味 昨天 孙导 一直 讲解 感谢 孙导,感谢|孙导|全程|精彩|讲解|讲解|细致|讲得|生动|津津有味|昨天|孙导|一直|讲解|感谢|孙导,249,174,228763151,BJ20_02,BJ20_02__228763151
experiment2_lda_ready,1601,300,300,rating_stratified_time_sorted_evenly_spaced,5,5,222,BJ20_02,2,皇家文化类,颐和园,5A,颐和园,5A,primary,requested_target_valid,75597,颐和园,231127870,2025-11-01,5.0,秋天的颐和园，是北京不可错过的风景。它的美，既有传统的庄严，也有自然的柔情。走进颐和园，就像进入了一幅静止的画卷，每一帧都透着岁月的沉淀和秋日的温暖,北京,"宜芸馆,玉澜堂,须弥灵境址,苏州街,清华轩,北京颐和园石舫,颐和园-西门,荇桥",0,0,4,,携程,2026-04-21 20:37:46,73,726,颐和园.csv,2719,2719,2530,74,5,15,秋天 不可 错过 既有 传统 庄严 自然 走进 进入 一幅 画卷 岁月 沉淀 秋日 温暖,秋天|不可|错过|既有|传统|庄严|自然|走进|进入|一幅|画卷|岁月|沉淀|秋日|温暖,249,187,231127870,BJ20_02,BJ20_02__231127870
experiment2_lda_ready,1601,300,300,rating_stratified_time_sorted_evenly_spaced,5,5,223,BJ20_02,2,皇家文化类,颐和园,5A,颐和园,5A,primary,requested_target_valid,75597,颐和园,231465396,2025-11-03,5.0,"美丽的自然,景色,一个梦般的 一定是看到了",未知,,0,0,3,,携程,2026-04-21 20:37:44,70,698,颐和园.csv,2719,2719,2530,21,5,6,美丽 自然 景色 般的 一定 看到,美丽|自然|景色|般的|一定|看到,249,188,231465396,BJ20_02,BJ20_02__231465396
experiment2_lda_ready,1601,300,300,rating_stratified_time_sorted_evenly_spaced,5,5,224,BJ20_02,2,皇家文化类,颐和园,5A,颐和园,5A,primary,requested_target_valid,75597,颐和园,231598466,2025-11-04,5.0,导游是位美丽大姐，讲解通俗易懂，引人入胜，丝丝入扣。费用物超所值，值得购买，推荐,北京,,0,0,0,,携程,2026-04-21 20:37:44,70,693,颐和园.csv,2719,2719,2530,40,5,10,导游 美丽 大姐 讲解 通俗易懂 引人入胜 费用 物超所值 购买 推荐,导游|美丽|大姐|讲解|通俗易懂|引人入胜|费用|物超所值|购买|推荐,249,189,231598466,BJ20_02,BJ20_02__231598466
experiment2_lda_ready,1601,300,300,rating_stratified_time_sorted_evenly_spaced,5,5,225,BJ20_02,2,皇家文化类,颐和园,5A,颐和园,5A,primary,requested_target_valid,75597,颐和园,231926983,2025-11-07,4.0,"我去的那天,下雨,洪水,但是里面非常美丽,即使天气不好,也很宽敞,令人惊叹。如果有机会,我想在天气好时再回来",未知,,0,0,6,,携程,2026-04-21 20:37:43,69,690,颐和园.csv,2719,2719,2530,54,4,12,那天 下雨 洪水 美丽 即使 天气 不好 宽敞 令人惊叹 机会 天气 回来,那天|下雨|洪水|美丽|即使|天气|不好|宽敞|令人惊叹|机会|天气|回来,30,22,231926983,BJ20_02,BJ20_02__231926983
experiment2_lda_ready,1601,300,300,rating_stratified_time_sorted_evenly_spaced,5,5,226,BJ20_02,2,皇家文化类,颐和园,5A,颐和园,5A,primary,requested_target_valid,75597,颐和园,232128702,2025-11-08,5.0,"这是一个巨大的地方,但非常好。比禁止城市更喜欢这个,但这是个人偏好。",未知,,0,0,0,,携程,2026-04-21 20:37:43,69,686,颐和园.csv,2719,2719,2530,34,5,6,这是 巨大 禁止 城市 喜欢 个人,这是|巨大|禁止|城市|喜欢|个人,249,190,232128702,BJ20_02,BJ20_02__232128702
experiment2_lda_ready,1601,300,300,rating_stratified_time_sorted_evenly_spaced,5,5,227,BJ20_02,2,皇家文化类,颐和园,5A,颐和园,5A,primary,requested_target_valid,75597,颐和园,232741755,2025-11-12,5.0,"我非常喜欢夏季宫和旅游。谢谢克西尼亚的精彩旅游。克西尼亚在开始时问我有兴趣和强调什么-我说,对发生的事情有兴趣,而不是建筑。克西尼亚在我的要求下安排了一次游览,甚至拍了照片,tc我一个人。夏天的宫本身简直美丽,风景,建筑,历史。绝对推荐!再次感谢克西尼亚的参观♥️",未知,,0,0,4,,携程,2026-04-21 20:37:42,67,664,颐和园.csv,2719,2719,2530,132,5,28,喜欢 夏季 谢谢 精彩 开始 兴趣 强调 什么 发生 事情 兴趣 建筑 要求 安排 游览 甚至 照片 夏天 本身 简直 美丽 建筑 历史 绝对 推荐 再次 感谢 参观,喜欢|夏季|谢谢|精彩|开始|兴趣|强调|什么|发生|事情|兴趣|建筑|要求|安排|游览|甚至|照片|夏天|本身|简直|美丽|建筑|历史|绝对|推荐|再次|感谢|参观,249,191,232741755,BJ20_02,BJ20_02__232741755
experiment2_lda_ready,1601,300,300,rating_stratified_time_sorted_evenly_spaced,5,5,252,BJ20_02,2,皇家文化类,颐和园,5A,颐和园,5A,primary,requested_target_valid,75597,颐和园,639128057,2026-02-11,5.0,秀才导游大海带领我们游览颐和园。讲解细致，服务热情。拍了很多美照。玩得开心。,河北,,0,0,3,,携程,2026-04-21 20:37:30,42,412,颐和园.csv,2719,2719,2530,38,5,12,秀才 导游 大海 带领 游览 讲解 细致 服务 热情 美照 玩得 开心,秀才|导游|大海|带领|游览|讲解|细致|服务|热情|美照|玩得|开心,249,212,639128057,BJ20_02,BJ20_02__639128057
experiment2_lda_ready,1601,300,300,rating_stratified_time_sorted_evenly_spaced,5,5,253,BJ20_02,2,皇家文化类,颐和园,5A,颐和园,5A,primary,requested_target_valid,75597,颐和园,640851086,2026-02-14,5.0,秀才说李导讲解得很清楚，让我们对于颐和园的历史更加了解，真的很棒👍,未知,,0,0,3,,携程,2026-04-21 20:37:29,40,398,颐和园.csv,2719,2719,2530,33,5,9,秀才 李导 讲解 清楚 对于 历史 更加 了解 很棒,秀才|李导|讲解|清楚|对于|历史|更加|了解|很棒,249,213,640851086,BJ20_02,BJ20_02__640851086
experiment2_lda_ready,1601,300,300,rating_stratified_time_sorted_evenly_spaced,5,5,254,BJ20_02,2,皇家文化类,颐和园,5A,颐和园,5A,primary,requested_target_valid,75597,颐和园,642229981,2026-02-17,5.0,"我建议买一票,它能让公园内其他景点获得。英语数字导游包里有累积的票,但我不会建议数字导游,因为它不与地图相关",未知,,0,0,2,,携程,2026-04-21 20:37:28,39,388,颐和园.csv,2719,2719,2530,54,5,12,建议 其他 获得 英语 数字 导游 不会 建议 数字 导游 地图 相关,建议|其他|获得|英语|数字|导游|不会|建议|数字|导游|地图|相关,249,214,642229981,BJ20_02,BJ20_02__642229981
experiment2_lda_ready,1601,300,300,rating_stratified_time_sorted_evenly_spaced,5,5,255,BJ20_02,2,皇家文化类,颐和园,5A,颐和园,5A,primary,requested_target_valid,75597,颐和园,642799431,2026-02-18,5.0,推荐秀才说李导，讲解专业，能流利说出准确的历史事件发生日期。颐和园,北京,,0,0,3,,携程,2026-04-21 20:37:28,39,383,颐和园.csv,2719,2719,2530,33,5,11,推荐 秀才 李导 讲解 专业 流利 准确 历史 事件 发生 日期,推荐|秀才|李导|讲解|专业|流利|准确|历史|事件|发生|日期,249,215,642799431,BJ20_02,BJ20_02__642799431
experiment2_lda_ready,1601,300,300,rating_stratified_time_sorted_evenly_spaced,5,5,256,BJ20_02,2,皇家文化类,颐和园,5A,颐和园,5A,primary,requested_target_valid,75597,颐和园,643505633,2026-02-19,3.0,节假日很堵，组织安排不够合理,北京,,0,0,0,,携程,2026-04-21 20:37:27,37,364,颐和园.csv,2719,2719,2530,14,3,5,节假日 组织 安排 不够 合理,节假日|组织|安排|不够|合理,9,7,643505633,BJ20_02,BJ20_02__643505633
experiment2_lda_ready,1601,300,300,rating_stratified_time_sorted_evenly_spaced,5,5,257,BJ20_02,2,皇家文化类,颐和园,5A,颐和园,5A,primary,requested_target_valid,75597,颐和园,644024641,2026-02-20,4.0,"令人印象深刻的是,宫是巨大的,很多人很难在这么多人之间移动,但值得一去,穿上舒适的子,因为宫很大。",未知,,0,0,3,,携程,2026-04-21 20:37:25,35,350,颐和园.csv,2719,2719,2530,49,4,11,令人 印象 深刻 巨大 这么 多人 之间 移动 一去 舒适 很大,令人|印象|深刻|巨大|这么|多人|之间|移动|一去|舒适|很大,30,26,644024641,BJ20_02,BJ20_02__644024641
experiment2_lda_ready,1601,300,300,rating_stratified_time_sorted_evenly_spaced,5,5,271,BJ20_02,2,皇家文化类,颐和园,5A,颐和园,5A,primary,requested_target_valid,75597,颐和园,659437934,2026-03-21,5.0,秀才说李导，说得清楚说得有趣，很满意。,北京,,0,0,3,,携程,2026-04-21 20:37:19,23,226,颐和园.csv,2719,2719,2530,19,5,5,秀才 李导 清楚 有趣 满意,秀才|李导|清楚|有趣|满意,249,227,659437934,BJ20_02,BJ20_02__659437934
experiment2_lda_ready,1601,300,300,rating_stratified_time_sorted_evenly_spaced,5,5,272,BJ20_02,2,皇家文化类,颐和园,5A,颐和园,5A,primary,requested_target_valid,75597,颐和园,661319695,2026-03-24,5.0,"这是一个非常好的地方参观,我们喜欢穿过该地区,同时欣赏东方建筑和鲜花的景色。这里最好的部分是可以看到夏宫和城市许多地方的最高点。和园的区域太大了,一天内就不足以探索它。最好从东门进入,到北侧,如果你想看到几乎风景。",未知,,0,0,0,,携程,2026-04-21 20:37:17,21,208,颐和园.csv,2719,2719,2530,107,5,30,这是 参观 喜欢 穿过 地区 同时 欣赏 东方 建筑 鲜花 景色 最好 部分 看到 夏宫 城市 许多 最高点 和园 区域 太大 一天 不足以 探索 最好 东门 进入 北侧 看到 几乎,这是|参观|喜欢|穿过|地区|同时|欣赏|东方|建筑|鲜花|景色|最好|部分|看到|夏宫|城市|许多|最高点|和园|区域|太大|一天|不足以|探索|最好|东门|进入|北侧|看到|几乎,249,228,661319695,BJ20_02,BJ20_02__661319695
experiment2_lda_ready,1601,300,300,rating_stratified_time_sorted_evenly_spaced,5,5,279,BJ20_02,2,皇家文化类,颐和园,5A,颐和园,5A,primary,requested_target_valid,75597,颐和园,666583618,2026-04-02,5.0,很荣幸遇到于导，一路跟孩子风声笑语，孩子学了很多东西。,北京,,0,0,0,,携程,2026-04-21 20:37:15,15,150,颐和园.csv,2719,2719,2530,27,5,8,遇到 于导 一路 孩子 风声 孩子 学了 东西,遇到|于导|一路|孩子|风声|孩子|学了|东西,249,233,666583618,BJ20_02,BJ20_02__666583618
experiment2_lda_ready,1601,300,300,rating_stratified_time_sorted_evenly_spaced,5,5,283,BJ20_02,2,皇家文化类,颐和园,5A,颐和园,5A,primary,requested_target_valid,75597,颐和园,668428979,2026-04-05,5.0,秀才说方媛导游态度热情，故宫讲解非常详细，让我们学到了很多历史书以上的知识，整个过程比较轻松愉快。,上海,,0,0,3,,携程,2026-04-21 20:37:13,12,118,颐和园.csv,2719,2719,2530,49,5,14,秀才 说方媛 导游 态度 热情 讲解 详细 学到 历史 以上 知识 整个 过程 轻松愉快,秀才|说方媛|导游|态度|热情|讲解|详细|学到|历史|以上|知识|整个|过程|轻松愉快,249,237,668428979,BJ20_02,BJ20_02__668428979
experiment2_lda_ready,1601,300,300,rating_stratified_time_sorted_evenly_spaced,5,5,285,BJ20_02,2,皇家文化类,颐和园,5A,颐和园,5A,primary,requested_target_valid,75597,颐和园,670593337,2026-04-08,5.0,多謝奧導帶我地參觀北京故宮是一次震撼心靈的文化之旅！踏入紫禁城，宏偉的太和殿、精緻的角樓，處處彰顯皇家氣派與古代工匠的智慧。紅牆黃瓦間，彷彿能聽見歷史的回聲。漫步中軸線，從午門到神武門，每一塊磚石都承載著六百年的故事。建議租借講解器，深度了解宮廷軼事與建築奧秘。春季百花盛開，秋日銀杏鋪金，四季皆美。景區管理完善，標示清晰，廁所乾淨，文創商品極具巧思。無論是歷史迷或攝影愛好者，故宮絕對讓人流連忘返，不愧為世界五大宮之首！五星推薦，此生必訪！,中国香港,,0,0,7,,携程,2026-04-21 20:37:12,10,95,颐和园.csv,2719,2719,2530,221,5,40,參觀 故宮 震撼 之旅 踏入 紫禁城 太和殿 皇家 古代 工匠 智慧 歷史 漫步 中軸線 神武 六百年 故事 建議 深度 了解 建築 春季 百花 秋日 四季 景區 管理 完善 清晰 商品 巧思 無論 歷史 人流 不愧 世界 五大 五星 推薦 此生,參觀|故宮|震撼|之旅|踏入|紫禁城|太和殿|皇家|古代|工匠|智慧|歷史|漫步|中軸線|神武|六百年|故事|建議|深度|了解|建築|春季|百花|秋日|四季|景區|管理|完善|清晰|商品|巧思|無論|歷史|人流|不愧|世界|五大|五星|推薦|此生,249,239,670593337,BJ20_02,BJ20_02__670593337
experiment2_lda_ready,1601,300,300,rating_stratified_time_sorted_evenly_spaced,5,5,292,BJ20_02,2,皇家文化类,颐和园,5A,颐和园,5A,primary,requested_target_valid,75597,颐和园,674129555,2026-04-14,5.0,导游讲解很好 ￼有很多有趣历史知识 ￼亦都带我哋去唔同打卡位 好过自己去好多 ￼值得再嚟,未知,,0,0,3,,携程,2026-04-21 20:37:11,6,56,颐和园.csv,2719,2719,2530,44,5,8,导游 讲解 有趣 历史 知识 打卡 自己 好多,导游|讲解|有趣|历史|知识|打卡|自己|好多,249,243,674129555,BJ20_02,BJ20_02__674129555
experiment2_lda_ready,1232,300,300,rating_stratified_time_sorted_evenly_spaced,5,5,22,BJ20_03,3,皇家文化类,天坛公园,5A,天坛公园,5A,primary,requested_target_valid,75599,天坛公园,207166016,2025-03-29,5.0,很不错的体验，可以周五晚上看灯，需要碰运气，有机会还会再来的，真的很不错的体验，希望下一次可以和好友一起结伴出游，拍照很出片，点赞,北京,,0,0,0,,携程,2026-04-21 20:41:52,281,2807,天坛公园.csv,2749,2749,2478,65,5,17,不错 体验 周五 晚上 需要 机会 还会 不错 体验 希望 好友 一起 结伴 出游 拍照 出片 点赞,不错|体验|周五|晚上|需要|机会|还会|不错|体验|希望|好友|一起|结伴|出游|拍照|出片|点赞,225,17,207166016,BJ20_03,BJ20_03__207166016
experiment2_lda_ready,1232,300,300,rating_stratified_time_sorted_evenly_spaced,5,5,23,BJ20_03,3,皇家文化类,天坛公园,5A,天坛公园,5A,primary,requested_target_valid,75599,天坛公园,207145471,2025-03-29,5.0,拍照超级出片，淡季游玩体验超好,福建,,0,0,0,,携程,2026-04-21 20:41:52,282,2815,天坛公园.csv,2749,2749,2478,15,5,7,拍照 超级 出片 淡季 游玩 体验 超好,拍照|超级|出片|淡季|游玩|体验|超好,225,18,207145471,BJ20_03,BJ20_03__207145471
experiment2_lda_ready,1232,300,300,rating_stratified_time_sorted_evenly_spaced,5,5,24,BJ20_03,3,皇家文化类,天坛公园,5A,天坛公园,5A,primary,requested_target_valid,75599,天坛公园,207439338,2025-03-30,5.0,来北京旅游，除了故宫，长城之外，天坛也是必不可少的景点之一，天坛是明清两代皇帝“祭天”“祈谷”的场所，是中国现存最大的古代祭祀性建筑群，非常值得一来,湖北,,0,0,3,,携程,2026-04-21 20:41:51,279,2784,天坛公园.csv,2749,2749,2478,74,5,15,除了 之外 必不可少 之一 明清两代 皇帝 祭天 祈谷 场所 现存 最大 古代 祭祀 建筑群 一来,除了|之外|必不可少|之一|明清两代|皇帝|祭天|祈谷|场所|现存|最大|古代|祭祀|建筑群|一来,225,19,207439338,BJ20_03,BJ20_03__207439338
experiment2_lda_ready,1232,300,300,rating_stratified_time_sorted_evenly_spaced,5,5,25,BJ20_03,3,皇家文化类,天坛公园,5A,天坛公园,5A,primary,requested_target_valid,75599,天坛公园,207183208,2025-03-30,5.0,好用，方便，下次还选携程,浙江,,0,0,0,,携程,2026-04-21 20:41:51,280,2800,天坛公园.csv,2749,2749,2478,12,5,5,好用 方便 下次 还选 携程,好用|方便|下次|还选|携程,225,20,207183208,BJ20_03,BJ20_03__207183208
experiment2_lda_ready,1232,300,300,rating_stratified_time_sorted_evenly_spaced,5,5,26,BJ20_03,3,皇家文化类,天坛公园,5A,天坛公园,5A,primary,requested_target_valid,75599,天坛公园,207168096,2025-03-30,5.0,"美丽,值得一去。是有趣的景点,历史和文化这么多。是北京必看的景点之一,总的来说是中国。",未知,,0,0,5,,携程,2026-04-21 20:41:52,281,2805,天坛公园.csv,2749,2749,2478,43,5,8,美丽 一去 有趣 历史 这么 必看 之一 总的来说,美丽|一去|有趣|历史|这么|必看|之一|总的来说,225,21,207168096,BJ20_03,BJ20_03__207168096
